Transaction Id,Invoice Date,Customer Id,Product Id,Quantity,List Price,Discount,Cost,Currency,LastUpdateDate,Invoice Price,Product Group,Customer Group,Rebate
IL000015116,2022-03-07,CD-00046,MB-0051,63,3.39893,0.7950980992,2.62,EUR,2022-07-29T08:58:54,164.0414097504,Beef,APPO AG,16.40414097503739371836144749580590
IL000013969,2022-01-16,CD-00137,MB-0051,140,3.39893,1.089137834,2.62,EUR,2022-07-29T08:58:54,323.370903240,Beef,APPO AG,16.16854516200067995493142953234770
IL000016252,2022-04-21,CD-00021,MB-0051,60,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,161.4861553560,Beef,APPO AG,16.14861553559797452647548569174110
IL000040419,2022-11-23,CD-00092,MB-0051,107,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,310.3262084195,Beef,APPO AG,15.51631042097420719912672059045330
IL000030999,2022-01-28,CD-00026,MB-0028,120,3.45,0.918955800000006,2.56,EUR,2022-07-29T08:58:54,303.725303999999280,Beef,APPO AG,15.18626519999973135527559263749125
IL000037628,2022-11-20,CD-00026,MB-0059,63,6.53375,1.740355785,4.61,EUR,2022-07-29T08:58:54,301.983835545,Beef,APPO AG,15.09919177724971719594987378526305
IL000014776,2022-01-02,CD-00021,MB-0003,26,14.02,2.987469225,5.33,EUR,2022-07-29T08:58:54,286.845800150,Beef,APPO AG,14.34229000750138795894923563483190
IL000036308,2022-09-06,CD-00021,MB-0059,55,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,284.55552785,Beef,APPO AG,14.22777639249827820138863526414780
IL000032089,2022-05-06,CD-00021,MB-0041,35,5.15424,1.0982976732,3.64,EUR,2022-07-29T08:58:54,141.9579814380,Beef,APPO AG,14.19579814380264247837344831500025
IL000042084,2022-09-09,CD-00021,MB-0029,99,3.46437,0.7211155442,2.82,EUR,2022-07-29T08:58:54,271.5821911242,Beef,APPO AG,13.57910955621056892400265233188990
IL000010202,2022-01-07,CD-00026,MB-0049,108,3.20602,0.8750246491,2.51,EUR,2022-07-29T08:58:54,251.7474978972,Beef,APPO AG,12.58737489485903720449300935818700
IL000037741,2022-12-29,CD-00021,MB-0041,62,5.15424,1.098297673,3.64,EUR,2022-07-29T08:58:54,251.468424274,Beef,APPO AG,12.57342121369980450977796087893145
IL000043703,2022-12-15,CD-00021,MB-0059,48,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,248.33936976,Beef,APPO AG,12.41696848799900155515223765495410
IL000013994,2022-02-23,CD-00021,MB-0048,43,3.63298,0.7741380845,2.6,EUR,2022-07-29T08:58:54,122.9302023665,Beef,APPO AG,12.29302023664776500391696653588595
IL000012202,2022-01-26,CD-00021,MB-0049,96,3.20602,0.6831587792,2.51,EUR,2022-07-29T08:58:54,242.1946771968,Beef,APPO AG,12.10973385984057780745157586700425
IL000037575,2022-09-13,CD-00046,MB-0048,87,3.63298,0.8708595922,2.6,EUR,2022-07-29T08:58:54,240.3044754786,Beef,APPO AG,12.01522377393202394121553543713690
IL000042799,2022-10-16,CD-00092,MB-0050,97,2.84877,0.4179665491,2.01,EUR,2022-07-29T08:58:54,235.7879347373,Beef,APPO AG,11.78939673686391626843943555081435
IL000034674,2022-09-26,CD-00046,MB-0030,72,4.26,0.99652476,2.92,EUR,2022-07-29T08:58:54,234.97021728,Beef,APPO AG,11.74851086399939342006917990760535
IL000040574,2022-11-11,CD-00021,MB-0049,91,3.20602,0.6831587792,2.51,EUR,2022-07-29T08:58:54,229.5803710928,Beef,APPO AG,11.47901855463867003483773588193135
IL000042321,2022-12-24,CD-00021,MB-0048,77,3.63298,0.7741380845,2.6,EUR,2022-07-29T08:58:54,220.1308274935,Beef,APPO AG,11.00654137467592375392411257277015
IL000040229,2022-10-01,CD-00026,MB-0059,45,6.53375,1.740355785,4.61,EUR,2022-07-29T08:58:54,215.702739675,Beef,APPO AG,10.78513698375111856218888976772985
IL000012130,2022-01-19,CD-00021,MB-0050,94,2.84877,0.592977173,2.01,EUR,2022-07-29T08:58:54,212.044525738,Beef,APPO AG,10.60222628690010406523760962005920
IL000040991,2022-08-07,CD-00046,MB-0049,83,3.20602,0.7685132508,2.51,EUR,2022-07-29T08:58:54,202.3130601836,Beef,APPO AG,10.11565300917870389794589017161840
IL000034748,2022-11-06,CD-00046,MB-0051,75,3.39893,0.7950980992,2.62,EUR,2022-07-29T08:58:54,195.2873925600,Beef,APPO AG,9.76436962800060543919363766136630
IL000016995,2022-04-16,CD-00026,MB-0030,30,4.26,1.13471064,2.92,EUR,2022-07-29T08:58:54,93.75868080,Beef,APPO AG,9.37586807999866411097582939560930
IL000044112,2022-09-05,CD-00021,MB-0059,36,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,186.25452732,Beef,APPO AG,9.31272636600156215525739310316400
IL000043580,2022-08-24,CD-00021,MB-0051,69,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,185.7090786594,Beef,APPO AG,9.28545393297100721012533662216480
IL000034617,2022-12-29,CD-00026,MB-0051,73,3.39893,0.9053525905,2.62,EUR,2022-07-29T08:58:54,182.0311508935,Beef,APPO AG,9.10155754467441738330298978836180
IL000037454,2022-08-14,CD-00021,MB-0053,41,5.52117,1.176485411,4.66,EUR,2022-07-29T08:58:54,178.132068149,Beef,APPO AG,8.90660340744947637637687134356115
IL000040744,2022-10-30,CD-00021,MB-0049,70,3.20602,0.6831587792,2.51,EUR,2022-07-29T08:58:54,176.6002854560,Beef,APPO AG,8.83001427279897694987518144763950
IL000037274,2022-11-28,CD-00046,MB-0049,71,3.20602,0.7685132508,2.51,EUR,2022-07-29T08:58:54,173.0629791932,Beef,APPO AG,8.65314895965822304844242223491740
IL000042951,2022-12-03,CD-00046,MB-0028,65,3.45,0.8070447,2.56,EUR,2022-07-29T08:58:54,171.7920945,Beef,APPO AG,8.58960472500025044512121375543150
IL000036939,2022-12-16,CD-00026,MB-0030,53,4.26,1.13471064,2.92,EUR,2022-07-29T08:58:54,165.64033608,Beef,APPO AG,8.28201680399879847462151134489015
IL000041180,2022-11-14,CD-00092,MB-0028,55,3.45,0.5061779625,2.56,EUR,2022-07-29T08:58:54,161.9102120625,Beef,APPO AG,8.09551060312373472464475406872525
IL000039833,2022-08-22,CD-00021,MB-0048,56,3.63298,0.7741380845,2.6,EUR,2022-07-29T08:58:54,160.0951472680,Beef,APPO AG,8.00475736340025164123695189620585
IL000037309,2022-08-18,CD-00046,MB-0028,60,3.45,0.8070447,2.56,EUR,2022-07-29T08:58:54,158.5773180,Beef,APPO AG,7.92886589999952010660628504749110
IL000019047,2022-01-06,CD-00021,MB-0051,58,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,156.1032835108,Beef,APPO AG,7.80516417553783230705623458710435
IL000038802,2022-09-14,CD-00021,MB-0059,28,6.53375,1.36001313,4.61,EUR,2022-07-29T08:58:54,144.86463236,Beef,APPO AG,7.24323161800172856273202016067165
IL000039968,2022-12-26,CD-00026,MB-0051,58,3.39893,0.9053525905,2.62,EUR,2022-07-29T08:58:54,144.6274897510,Beef,APPO AG,7.23137448755105665340339343970560
IL000043057,2022-11-28,CD-00026,MB-0051,57,3.39893,0.9053525905,2.62,EUR,2022-07-29T08:58:54,142.1339123415,Beef,APPO AG,7.10669561707524154251946773834915
IL000038176,2022-11-14,CD-00137,MB-0051,60,3.39893,1.089137834,2.62,EUR,2022-07-29T08:58:54,138.587529960,Beef,APPO AG,6.92937649799897084417448987846420
IL000042102,2022-10-18,CD-00001,MB-0028,47,3.45,0.7728966,2.56,EUR,2022-07-29T08:58:54,125.8238598,Beef,APPO AG,6.29119299000162521404321203484815
IL000040052,2022-09-24,CD-00026,MB-0001,20,8.14,2.221664445,4.81,EUR,2022-07-29T08:58:54,118.366711100,Beef,APPO AG,5.91833555499964195411063673728440
IL000043862,2022-10-08,CD-00046,MB-0048,34,3.63298,0.8708595922,2.6,EUR,2022-07-29T08:58:54,93.9120938652,Beef,APPO AG,4.69560469326137535352849346925885
IL000042117,2022-11-19,CD-00026,MB-0050,44,2.84877,0.7588097723,2.01,EUR,2022-07-29T08:58:54,91.9582500188,Beef,APPO AG,4.59791250093943845692642721020130
IL000044156,2022-12-02,CD-00026,MB-0029,30,3.46437,0.9227834507,2.82,EUR,2022-07-29T08:58:54,76.2475964790,Beef,APPO AG,3.81237982394837474976890510024505
IL000036172,2022-09-27,CD-00046,MB-0053,17,5.52117,1.323476555,4.66,EUR,2022-07-29T08:58:54,71.360788565,Beef,APPO AG,3.56803942824799670144805206475705
IL000043510,2022-11-20,CD-00046,MB-0030,21,4.26,0.99652476,2.92,EUR,2022-07-29T08:58:54,68.53298004,Beef,APPO AG,3.42664900199886016881467128057305
IL000040955,2022-11-11,CD-00046,MB-0048,23,3.63298,0.8708595922,2.6,EUR,2022-07-29T08:58:54,63.5287693794,Beef,APPO AG,3.17643846897106632673358175049560
IL000030864,2022-06-05,CD-00021,MB-0050,11,2.84877,0.59297717304,2.01,EUR,2022-07-29T08:58:54,24.81372109656,Beef,APPO AG,2.48137210965542837360855617710265
IL000035253,2022-11-01,CD-00021,MB-0029,12,3.46437,0.7211155442,2.82,EUR,2022-07-29T08:58:54,32.9190534696,Beef,APPO AG,1.64595267348132949988146899523125
IL000039590,2022-12-12,CD-00001,MB-0029,12,3.46437,0.7761158824,2.82,EUR,2022-07-29T08:58:54,32.2590494112,Beef,APPO AG,1.61295247055880223839925058887320
IL000038132,2022-08-13,CD-00001,MB-0029,11,3.46437,0.7761158824,2.82,EUR,2022-07-29T08:58:54,29.5707952936,Beef,APPO AG,1.47853976468044271112812294776605
IL000050202,2017-12-18,CD-00046,MB-0002,19,11.7,1.95463125,5.1224784,EUR,2022-07-29T08:58:54,185.16200625,Beef,APPO AG,0.0
IL000050266,2017-12-31,CD-00112,MB-0028,249,3.125,0.6809765625,2.5,EUR,2022-07-29T08:58:54,608.5618359375,Beef,APPO AG,0.0
IL000050309,2017-11-08,CD-00112,MB-0029,138,3.4375,0.7490742188,2.75,EUR,2022-07-29T08:58:54,371.0027578056,Beef,APPO AG,0.0
IL000050353,2017-11-23,CD-00021,MB-0001,39,11.7,1.5795,4.6968,EUR,2022-07-29T08:58:54,394.6995,Beef,APPO AG,0.0
IL000050444,2017-11-21,CD-00112,MB-0030,148,3.8475,0.8384183438,2.85,EUR,2022-07-29T08:58:54,445.3440851176,Beef,APPO AG,0.0
IL000050510,2017-11-14,CD-00137,MB-0003,125,12.72,3.00235248,5.208528,EUR,2022-07-29T08:58:54,1214.70594000,Beef,APPO AG,0.0
IL000050549,2017-12-20,CD-00026,MB-0003,3,12.72,1.9988208,5.208528,EUR,2022-07-29T08:58:54,32.1635376,Beef,APPO AG,0.0
IL000050569,2017-10-10,CD-00046,MB-0002,3,11.7,1.95463125,5.1224784,EUR,2022-07-29T08:58:54,29.23610625,Beef,APPO AG,0.0
IL000050686,2017-09-30,CD-00112,MB-0029,119,3.4375,0.7490742188,2.75,EUR,2022-07-29T08:58:54,319.9226679628,Beef,APPO AG,0.0
IL000050715,2017-10-20,CD-00092,MB-0051,252,3.392,0.4497792,2.56,EUR,2022-07-29T08:58:54,741.4396416,Beef,APPO AG,0.0
IL000050780,2017-11-01,CD-00137,MB-0059,291,6.4125,1.518993,4.5,EUR,2022-07-29T08:58:54,1424.010537,Beef,APPO AG,0.0
IL000050918,2017-11-26,CD-00021,MB-0003,86,12.72,1.7172,5.208528,EUR,2022-07-29T08:58:54,946.2408,Beef,APPO AG,0.0
IL000051283,2017-07-19,CD-00026,MB-0050,80,2.793,0.44040024,1.96,EUR,2022-07-29T08:58:54,188.20798080,Beef,APPO AG,0.0
IL000051327,2017-07-15,CD-00112,MB-0059,429,6.4125,1.397363906,4.5,EUR,2022-07-29T08:58:54,2151.493384326,Beef,APPO AG,0.0
IL000051823,2017-08-03,CD-00021,MB-0029,48,3.4375,0.466125,2.75,EUR,2022-07-29T08:58:54,142.626000,Beef,APPO AG,0.0
IL000051969,2017-11-17,CD-00112,MB-0029,295,3.4375,0.7490742188,2.75,EUR,2022-07-29T08:58:54,793.0856054540,Beef,APPO AG,0.0
IL000052042,2017-09-21,CD-00021,MB-0030,87,3.8475,0.521721,2.85,EUR,2022-07-29T08:58:54,289.342773,Beef,APPO AG,0.0
IL000052471,2017-10-02,CD-00021,MB-0028,84,3.125,0.42375,2.5,EUR,2022-07-29T08:58:54,226.90500,Beef,APPO AG,0.0
IL000052639,2017-08-13,CD-00021,MB-0003,19,12.72,1.7172,5.208528,EUR,2022-07-29T08:58:54,209.0532,Beef,APPO AG,0.0
IL000052827,2017-10-15,CD-00137,MB-0041,404,5.041,1.189847394,3.55,EUR,2022-07-29T08:58:54,1555.865652824,Beef,APPO AG,0.0
IL000052861,2017-12-07,CD-00112,MB-0051,461,3.392,0.7391592,2.56,EUR,2022-07-29T08:58:54,1222.9596088,Beef,APPO AG,0.0
IL000053048,2017-11-20,CD-00137,MB-0002,451,11.7,2.7615978,5.1224784,EUR,2022-07-29T08:58:54,4031.2193922,Beef,APPO AG,0.0
IL000053067,2017-07-10,CD-00092,MB-0059,220,6.4125,0.8502975,4.5,EUR,2022-07-29T08:58:54,1223.6845500,Beef,APPO AG,0.0
IL000053205,2017-12-01,CD-00092,MB-0030,483,3.8475,0.5101785,2.85,EUR,2022-07-29T08:58:54,1611.9262845,Beef,APPO AG,0.0
IL000053416,2019-04-15,CD-00137,MB-0003,155,14.02,4.602644815,5.33,EUR,2022-07-29T08:58:54,1459.690053675,Beef,APPO AG,0.0
IL000053496,2019-06-22,CD-00001,MB-0041,171,5.15424,1.182422601,3.64,EUR,2022-07-29T08:58:54,679.180775229,Beef,APPO AG,0.0
IL000053626,2019-07-15,CD-00046,MB-0050,96,2.84877,0.666401371,2.01,EUR,2022-07-29T08:58:54,209.507388384,Beef,APPO AG,0.0
IL000053805,2019-02-28,CD-00046,MB-0048,183,3.63298,0.8708595922,2.6,EUR,2022-07-29T08:58:54,505.4680346274,Beef,APPO AG,0.0
IL000053827,2019-02-07,CD-00046,MB-0051,297,3.39893,0.7950980992,2.62,EUR,2022-07-29T08:58:54,773.3380745376,Beef,APPO AG,0.0
IL000053840,2019-03-19,CD-00092,MB-0048,421,3.63298,0.5452823695,2.6,EUR,2022-07-29T08:58:54,1299.9207024405,Beef,APPO AG,0.0
IL000053852,2019-07-08,CD-00021,MB-0002,87,12.22,2.603913975,5.25,EUR,2022-07-29T08:58:54,836.599484175,Beef,APPO AG,0.0
IL000054165,2019-06-11,CD-00137,MB-0028,324,3.45,1.105502475,2.56,EUR,2022-07-29T08:58:54,759.617198100,Beef,APPO AG,0.0
IL000054243,2019-07-09,CD-00092,MB-0030,302,4.26,0.625019745,2.92,EUR,2022-07-29T08:58:54,1097.764037010,Beef,APPO AG,0.0
IL000054318,2019-03-07,CD-00092,MB-0059,107,6.53375,0.9586203659,4.61,EUR,2022-07-29T08:58:54,596.5388708487,Beef,APPO AG,0.0
IL000054500,2019-01-07,CD-00026,MB-0049,108,3.20602,0.8750246491,2.51,EUR,2022-07-29T08:58:54,251.7474978972,Beef,APPO AG,0.0
IL000054506,2019-04-28,CD-00092,MB-0003,458,14.02,2.104294221,5.33,EUR,2022-07-29T08:58:54,5457.393246782,Beef,APPO AG,0.0
IL000054605,2019-05-06,CD-00112,MB-0041,195,5.15424,1.534436093,3.64,EUR,2022-07-29T08:58:54,705.861761865,Beef,APPO AG,0.0
IL000054664,2019-03-28,CD-00137,MB-0030,208,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,602.14851216,Beef,APPO AG,0.0
IL000054689,2019-05-02,CD-00112,MB-0059,355,6.53375,1.898191584,4.61,EUR,2022-07-29T08:58:54,1645.623237680,Beef,APPO AG,0.0
IL000054773,2019-06-14,CD-00092,MB-0053,154,5.52117,0.828685173,4.66,EUR,2022-07-29T08:58:54,722.642663358,Beef,APPO AG,0.0
IL000055209,2019-05-20,CD-00137,MB-0001,170,8.14,2.67229164,4.81,EUR,2022-07-29T08:58:54,929.51042120,Beef,APPO AG,0.0
IL000055252,2019-01-26,CD-00092,MB-0001,393,8.14,1.221751424,4.81,EUR,2022-07-29T08:58:54,2718.871690368,Beef,APPO AG,0.0
IL000055367,2019-01-12,CD-00001,MB-0059,288,6.53375,1.463742945,4.61,EUR,2022-07-29T08:58:54,1460.162031840,Beef,APPO AG,0.0
IL000055643,2019-04-16,CD-00021,MB-0051,73,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,196.4748223498,Beef,APPO AG,0.0
IL000060047,2019-03-21,CD-00137,MB-0030,284,4.26,1.36505523,2.92,EUR,2022-07-29T08:58:54,822.16431468,Beef,APPO AG,0.0
IL000060069,2019-05-10,CD-00026,MB-0001,261,8.14,2.221664445,4.81,EUR,2022-07-29T08:58:54,1544.685579855,Beef,APPO AG,0.0
IL000060070,2019-07-14,CD-00046,MB-0001,159,8.14,1.951234821,4.81,EUR,2022-07-29T08:58:54,984.013663461,Beef,APPO AG,0.0
IL000060391,2019-07-26,CD-00001,MB-0029,102,3.46437,0.7761158824,2.82,EUR,2022-07-29T08:58:54,274.2019199952,Beef,APPO AG,0.0
IL000060516,2019-05-08,CD-00112,MB-0051,456,3.39893,0.9874605425,2.62,EUR,2022-07-29T08:58:54,1099.6300726200,Beef,APPO AG,0.0
IL000060550,2019-04-21,CD-00021,MB-0051,60,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,161.4861553560,Beef,APPO AG,0.0
IL000060635,2019-02-17,CD-00112,MB-0041,353,5.15424,1.534436093,3.64,EUR,2022-07-29T08:58:54,1277.790779171,Beef,APPO AG,0.0
IL000060688,2019-01-17,CD-00001,MB-0050,249,2.84877,0.6382042456,2.01,EUR,2022-07-29T08:58:54,550.4308728456,Beef,APPO AG,0.0
IL000060995,2019-05-22,CD-00092,MB-0002,94,12.22,1.834128059,5.25,EUR,2022-07-29T08:58:54,976.271962454,Beef,APPO AG,0.0
IL000061160,2019-06-07,CD-00026,MB-0050,189,2.84877,0.7588097723,2.01,EUR,2022-07-29T08:58:54,395.0024830353,Beef,APPO AG,0.0
IL000061174,2019-07-26,CD-00092,MB-0051,392,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,1136.8960158920,Beef,APPO AG,0.0
IL000061293,2019-04-16,CD-00026,MB-0030,30,4.26,1.13471064,2.92,EUR,2022-07-29T08:58:54,93.75868080,Beef,APPO AG,0.0
IL000061458,2019-06-28,CD-00026,MB-0041,186,5.15424,1.406755743,3.64,EUR,2022-07-29T08:58:54,697.032071802,Beef,APPO AG,0.0
IL000061573,2019-01-05,CD-00021,MB-0003,38,14.02,2.987469225,5.33,EUR,2022-07-29T08:58:54,419.236169450,Beef,APPO AG,0.0
IL000061991,2019-06-20,CD-00021,MB-0053,81,5.52117,1.176485411,4.66,EUR,2022-07-29T08:58:54,351.919451709,Beef,APPO AG,0.0
IL000062079,2019-02-21,CD-00137,MB-0001,265,8.14,2.67229164,4.81,EUR,2022-07-29T08:58:54,1448.94271540,Beef,APPO AG,0.0
IL000062258,2019-02-15,CD-00092,MB-0051,182,3.39893,0.4986850615,2.62,EUR,2022-07-29T08:58:54,527.8445788070,Beef,APPO AG,0.0
IL000062421,2019-03-09,CD-00092,MB-0041,382,5.15424,0.7736118008,3.64,EUR,2022-07-29T08:58:54,1673.3999720944,Beef,APPO AG,0.0
IL000062701,2019-06-26,CD-00046,MB-0059,87,6.53375,1.528414003,4.61,EUR,2022-07-29T08:58:54,435.464231739,Beef,APPO AG,0.0
IL000062888,2019-03-11,CD-00021,MB-0003,95,14.02,2.987469225,5.33,EUR,2022-07-29T08:58:54,1048.090423625,Beef,APPO AG,0.0
IL000062950,2019-01-06,CD-00026,MB-0053,267,5.52117,1.50690259,4.66,EUR,2022-07-29T08:58:54,1071.80939847,Beef,APPO AG,0.0
IL000063031,2019-07-04,CD-00092,MB-0001,235,8.14,1.221751424,4.81,EUR,2022-07-29T08:58:54,1625.788415360,Beef,APPO AG,0.0
IL000063042,2019-05-10,CD-00092,MB-0050,124,2.84877,0.4179665491,2.01,EUR,2022-07-29T08:58:54,301.4196279116,Beef,APPO AG,0.0
IL000063120,2019-07-16,CD-00112,MB-0053,141,5.52117,1.643672496,4.66,EUR,2022-07-29T08:58:54,546.727148064,Beef,APPO AG,0.0
IL000063345,2019-01-06,CD-00021,MB-0051,58,3.39893,0.7074940774,2.62,EUR,2022-07-29T08:58:54,156.1032835108,Beef,APPO AG,0.0
IL000063658,2018-03-19,CD-00112,MB-0053,395,5.8089,1.459824675,4.78,EUR,2022-07-29T08:58:54,1717.884753375,Beef,APPO AG,0.0
IL000063678,2018-03-20,CD-00021,MB-0051,92,3.57165,0.4956307272,2.69,EUR,2022-07-29T08:58:54,282.9937730976,Beef,APPO AG,0.0
IL000063687,2018-08-04,CD-00137,MB-0053,301,5.8089,1.589881117,4.78,EUR,2022-07-29T08:58:54,1269.924683783,Beef,APPO AG,0.0
IL000063867,2018-03-05,CD-00021,MB-0041,56,5.43648,0.7722927576,3.73,EUR,2022-07-29T08:58:54,261.1944855744,Beef,APPO AG,0.0
IL000064026,2018-02-14,CD-00026,MB-0051,51,3.57165,0.6342393204,2.69,EUR,2022-07-29T08:58:54,149.8079446596,Beef,APPO AG,0.0
IL000064171,2018-05-15,CD-00137,MB-0030,492,4.04248,1.079940447,2.99,EUR,2022-07-29T08:58:54,1457.569460076,Beef,APPO AG,0.0
IL000064212,2018-05-20,CD-00026,MB-0003,52,13.67,2.487318015,5.47,EUR,2022-07-29T08:58:54,581.499463220,Beef,APPO AG,0.0
IL000064282,2018-07-27,CD-00092,MB-0049,198,3.36092,0.4360484915,2.57,EUR,2022-07-29T08:58:54,579.1245586830,Beef,APPO AG,0.0
IL000064419,2018-01-10,CD-00137,MB-0053,105,5.8089,1.589881117,4.78,EUR,2022-07-29T08:58:54,442.996982715,Beef,APPO AG,0.0
IL000064437,2018-01-17,CD-00021,MB-0028,52,3.31249,0.4596676123,2.63,EUR,2022-07-29T08:58:54,148.3467641604,Beef,APPO AG,0.0
IL000064589,2018-11-07,CD-00137,MB-0041,384,5.43648,1.487950713,3.73,EUR,2022-07-29T08:58:54,1516.235246208,Beef,APPO AG,0.0
IL000064926,2018-01-18,CD-00092,MB-0053,473,5.8089,0.7536514057,4.78,EUR,2022-07-29T08:58:54,2391.1325851039,Beef,APPO AG,0.0
IL000064960,2018-12-13,CD-00026,MB-0051,64,3.57165,0.6342393204,2.69,EUR,2022-07-29T08:58:54,187.9942834944,Beef,APPO AG,0.0
IL000065185,2018-04-27,CD-00046,MB-0059,23,6.89516,1.300771934,4.73,EUR,2022-07-29T08:58:54,128.670925518,Beef,APPO AG,0.0
IL000065252,2018-05-10,CD-00026,MB-0028,37,3.31249,0.5882187242,2.63,EUR,2022-07-29T08:58:54,100.7980372046,Beef,APPO AG,0.0
IL000065412,2018-08-12,CD-00137,MB-0030,318,4.04248,1.079940447,2.99,EUR,2022-07-29T08:58:54,942.087577854,Beef,APPO AG,0.0
IL000065621,2018-03-06,CD-00026,MB-0048,77,3.83879,0.6984851151,2.67,EUR,2022-07-29T08:58:54,241.8034761373,Beef,APPO AG,0.0
IL000065785,2018-12-14,CD-00026,MB-0050,15,3.00297,0.5332554007,2.06,EUR,2022-07-29T08:58:54,37.0457189895,Beef,APPO AG,0.0
IL000065950,2019-06-02,CD-00112,MB-0053,482,5.52117,1.643672496,4.66,EUR,2022-07-29T08:58:54,1868.953796928,Beef,APPO AG,0.0
IL000066118,2018-01-04,CD-00137,MB-0003,382,13.67,3.741444142,5.47,EUR,2022-07-29T08:58:54,3792.708337756,Beef,APPO AG,0.0
IL000066136,2018-12-28,CD-00021,MB-0041,23,5.43648,0.7722927576,3.73,EUR,2022-07-29T08:58:54,107.2763065752,Beef,APPO AG,0.0
IL000066272,2018-01-13,CD-00112,MB-0003,455,13.67,3.435384205,5.47,EUR,2022-07-29T08:58:54,4656.750186725,Beef,APPO AG,0.0
IL000066311,2018-01-22,CD-00001,MB-0001,184,12.87,1.968318495,4.93,EUR,2022-07-29T08:58:54,2005.909396920,Beef,APPO AG,0.0
IL000066566,2018-06-03,CD-00001,MB-0028,80,3.31249,0.4947270065,2.63,EUR,2022-07-29T08:58:54,225.4210394800,Beef,APPO AG,0.0
IL000066636,2018-10-22,CD-00021,MB-0003,85,13.67,1.941926025,5.47,EUR,2022-07-29T08:58:54,996.886287875,Beef,APPO AG,0.0
IL000066648,2018-07-21,CD-00021,MB-0028,28,3.31249,0.4596676123,2.63,EUR,2022-07-29T08:58:54,79.8790268556,Beef,APPO AG,0.0
IL000066707,2018-08-01,CD-00021,MB-0028,53,3.31249,0.4596676123,2.63,EUR,2022-07-29T08:58:54,151.1995865481,Beef,APPO AG,0.0
IL000066714,2018-01-11,CD-00021,MB-0050,24,3.00297,0.416716141,2.06,EUR,2022-07-29T08:58:54,62.070092616,Beef,APPO AG,0.0
IL000066716,2018-07-11,CD-00021,MB-0048,25,3.83879,0.5453289104,2.67,EUR,2022-07-29T08:58:54,82.3365272400,Beef,APPO AG,0.0
IL000066722,2018-11-09,CD-00021,MB-0002,36,12.22,1.73594265,5.38,EUR,2022-07-29T08:58:54,377.42606460,Beef,APPO AG,0.0
IL000066727,2018-06-25,CD-00021,MB-0003,21,13.67,1.941926025,5.47,EUR,2022-07-29T08:58:54,246.289553475,Beef,APPO AG,0.0
IL000066730,2018-05-28,CD-00021,MB-0003,71,13.67,1.941926025,5.47,EUR,2022-07-29T08:58:54,832.693252225,Beef,APPO AG,0.0
IL000066731,2018-11-06,CD-00021,MB-0002,55,12.22,1.73594265,5.38,EUR,2022-07-29T08:58:54,576.62315425,Beef,APPO AG,0.0
IL000066911,2018-07-21,CD-00112,MB-0041,216,5.43648,1.366232445,3.73,EUR,2022-07-29T08:58:54,879.173471880,Beef,APPO AG,0.0
IL000066944,2018-08-11,CD-00001,MB-0001,26,12.87,1.968318495,4.93,EUR,2022-07-29T08:58:54,283.443719130,Beef,APPO AG,0.0
IL000067042,2018-10-06,CD-00046,MB-0029,78,3.63996,0.686678454,2.89,EUR,2022-07-29T08:58:54,230.355960588,Beef,APPO AG,0.0
IL000067088,2018-06-07,CD-00092,MB-0030,479,4.04248,0.5126844941,2.99,EUR,2022-07-29T08:58:54,1690.7720473261,Beef,APPO AG,0.0
IL000067205,2018-10-12,CD-00021,MB-0051,18,3.57165,0.4956307272,2.69,EUR,2022-07-29T08:58:54,55.3683469104,Beef,APPO AG,0.0
IL000067211,2018-09-09,CD-00026,MB-0051,97,3.57165,0.6342393204,2.69,EUR,2022-07-29T08:58:54,284.9288359212,Beef,APPO AG,0.0
IL000067235,2018-11-07,CD-00001,MB-0053,158,5.8089,0.8884044527,4.78,EUR,2022-07-29T08:58:54,777.4382964734,Beef,APPO AG,0.0
IL000067257,2018-05-13,CD-00001,MB-0053,56,5.8089,0.8884044527,4.78,EUR,2022-07-29T08:58:54,275.5477506488,Beef,APPO AG,0.0
IL000067452,2018-06-02,CD-00137,MB-0003,331,13.67,3.741444142,5.47,EUR,2022-07-29T08:58:54,3286.351988998,Beef,APPO AG,0.0
IL000067471,2018-02-03,CD-00021,MB-0041,55,5.43648,0.7722927576,3.73,EUR,2022-07-29T08:58:54,256.5302983320,Beef,APPO AG,0.0
IL000067601,2018-11-03,CD-00112,MB-0003,208,13.67,3.435384205,5.47,EUR,2022-07-29T08:58:54,2128.800085360,Beef,APPO AG,0.0
IL000067640,2018-09-04,CD-00001,MB-0001,92,12.87,1.968318495,4.93,EUR,2022-07-29T08:58:54,1002.954698460,Beef,APPO AG,0.0
